https://www.glassdoor.com/Job/jobs.htm?suggestCount=0&suggestChosen=false&clickSource=searchBtn&typedKeyword=data+scientist&sc.keyword=data+scientist&locT=&locId=&jobType=,Location,Salary,Review,Recency
"Freddie Mac – McLean, VA","McLean, VA",Est. Salary $107k-$156k,3.4,
"IBM – Remote, OR","Remote, OR",Est. Salary $57k-$84k,3.5,24 days ago
"Houston, TX – Houston, TX","Houston, TX",Est. Salary $66k-$105k,1.0,7 days ago
"ObjectWin Technology, Inc. – Worcester, MA","Worcester, MA",Est. Salary $93k-$139k,3.9,16 days ago
"FoundHuman – New York, NY","New York, NY",Est. Salary $90k-$153k,5.0,9 days ago
[24]7 – United States,United States,Est. Salary $75k-$108k,3.1,28 days ago
"Advanced RPO – Loveland, CO","Loveland, CO",Est. Salary $79k-$121k,4.8,5 days ago
"FocusKPI Inc. – Mountain View, CA","Mountain View, CA",Est. Salary $77k-$114k,2.6,9 days ago
"NinthDecimal – Mountain View, CA","Mountain View, CA",Est. Salary $82k-$123k,3.7,27 days ago
"Square – San Francisco, CA","San Francisco, CA",Est. Salary $124k-$172k,4.4,13 days ago
"NANA Regional Corporation – Washington, DC","Washington, DC",Est. Salary $85k-$127k,1.3,27 days ago
Steward Health Care System – United States,United States,Est. Salary $59k-$90k,2.7,10 days ago
"Intercontinental Exchange – New York, NY","New York, NY",Est. Salary $100k-$151k,3.1,
"Seneca Resources – Richmond, VA","Richmond, VA",Est. Salary $71k-$109k,4.4,10 days ago
"Lands' End – Dodgeville, WI","Dodgeville, WI",,3.3,
"Verticalmove – Bellevue, WA","Bellevue, WA",,3.5,
"NBCNEWS.com – New York, NY","New York, NY",Est. Salary $127k-$192k,3.0,
"Amazon – Seattle, WA","Seattle, WA",Est. Salary $120k-$168k,3.6,7 days ago
"Coffee Meets Bagel – Seattle, WA","Seattle, WA",Est. Salary $102k-$148k,4.6,10 days ago
"Delex Systems – Suitland, MD","Suitland, MD",Est. Salary $98k-$145k,2.7,7 days ago
"SecurityScorecard, Inc. – New York, NY","New York, NY",Est. Salary $142k-$205k,4.1,5 days ago
"Rackspace – Remote, OR","Remote, OR",Est. Salary $105k-$149k,3.6,7 days ago
"Eli Lilly – Indianapolis, IN","Indianapolis, IN",Est. Salary $86k-$122k,4.0,7 days ago
"macys.com – New York, NY","New York, NY",Est. Salary $107k-$163k,,
"Transunion – Chicago, IL","Chicago, IL",Est. Salary $112k-$160k,3.6,27 days ago
"Entytle – Palo Alto, CA","Palo Alto, CA",Est. Salary $66k-$86k,5.0,6 days ago
"Eventbrite – San Francisco, CA","San Francisco, CA",Est. Salary $93k-$130k,4.1,25 days ago
"Roberts Recruiting – Cambridge, MA","Cambridge, MA",,,22 days ago
"Perficient, Inc. – Ann Arbor, MI","Ann Arbor, MI",Est. Salary $84k-$125k,3.1,
"Quartet Health – New York, NY","New York, NY",Est. Salary $92k-$136k,4.1,8 days ago
"CNN – New York, NY","New York, NY",Est. Salary $119k-$175k,3.8,14 days ago
"Lattice Engines – San Mateo, CA","San Mateo, CA",Est. Salary $159k-$219k,4.3,20 days ago
"Riskcare – New York, NY","New York, NY",Est. Salary $75k-$127k,4.1,15 days ago
"Enigma – New York, NY","New York, NY",Est. Salary $95k-$139k,4.1,
"Farmer's Business Network, Inc. – San Carlos, CA","San Carlos, CA",Est. Salary $100k-$140k,3.9,14 days ago
"BurnsSearch, LLC – Irving, TX","Irving, TX",Est. Salary $75k-$107k,,20 days ago
"Divvy – Brooklyn, NY","Brooklyn, NY",Est. Salary $38k-$50k,3.8,15 days ago
"American Century Investments – Kansas City, MO","Kansas City, MO",Est. Salary $98k-$137k,4.0,7 days ago
"ThirdEye Data Inc. – Santa Clara, CA","Santa Clara, CA",,,12 days ago
"Glassdoor – Mill Valley, CA","Mill Valley, CA",Est. Salary $153k-$208k,4.0,28 days ago
Bridgestone Global – United States,United States,Est. Salary $64k-$99k,3.2,23 days ago
"Nesco Resource – Houston, TX","Houston, TX",,3.0,
"Evidera – San Francisco, CA","San Francisco, CA",Est. Salary $91k-$131k,3.7,17 days ago
"Shulman Fleming & Partners – New York, NY","New York, NY",Est. Salary $73k-$112k,,16 days ago
"REAN Cloud Services – Herndon, VA","Herndon, VA",,,
"AT&T – Plano, TX","Plano, TX",Est. Salary $76k-$113k,3.4,9 days ago
"Earnest Research – New York, NY","New York, NY",Est. Salary $77k-$115k,5.0,16 days ago
"Eventbrite – Nashville, TN","Nashville, TN",Est. Salary $63k-$91k,4.1,8 days ago
"Oracle – Austin, TX","Austin, TX",Est. Salary $75k-$112k,3.4,13 days ago
"Grubhub – Chicago, IL","Chicago, IL",Est. Salary $90k-$131k,3.4,12 days ago
"Capital Group – San Antonio, TX","San Antonio, TX",Est. Salary $74k-$114k,3.9,9 days ago
"Twitter – San Francisco, CA","San Francisco, CA",Est. Salary $133k-$183k,3.9,8 days ago
"Phoenix Operations Group – Chantilly, VA","Chantilly, VA",Est. Salary $80k-$121k,5.0,9 days ago
"InfoStaff – Saint Louis, MO","Saint Louis, MO",,,
"HP Inc. – Boise, ID","Boise, ID",Est. Salary $50k-$66k,3.7,
"NJF Global Holdings – San Francisco, CA","San Francisco, CA",Est. Salary $87k-$133k,3.9,8 days ago
"Uber – San Francisco, CA","San Francisco, CA",Est. Salary $111k-$156k,4.2,7 days ago
"Centene – Farmington, CT","Farmington, CT",Est. Salary $71k-$108k,2.9,14 days ago
"Pitney Bowes – Danbury, CT","Danbury, CT",Est. Salary $82k-$116k,3.1,
"Twitch – San Francisco, CA","San Francisco, CA",Est. Salary $174k-$238k,3.6,17 days ago
"Blue Owl – San Francisco, CA","San Francisco, CA",Est. Salary $97k-$137k,4.5,7 days ago
"S&P Global – New York, NY","New York, NY",Est. Salary $151k-$232k,3.4,7 days ago
"Walmart eCommerce – Sunnyvale, CA","Sunnyvale, CA",Est. Salary $106k-$147k,3.2,4 days ago
"RatePAY GmbH – Germany, GA","Germany, GA",,5.0,
"Park Computer Systems, Inc. – Carlsbad, CA","Carlsbad, CA",Est. Salary $72k-$107k,1.0,19 days ago
"Accenture – San Francisco, CA","San Francisco, CA",Est. Salary $115k-$165k,3.8,22 days ago
"Novavax – Rockville, MD","Rockville, MD",,3.1,
"Nestlé USA – Arlington, VA","Arlington, VA",,3.3,
"Fabergent USA – San Francisco, CA","San Francisco, CA",Est. Salary $89k-$132k,4.8,17 days ago
"Nike – Beaverton, OR","Beaverton, OR",Est. Salary $77k-$114k,3.9,27 days ago
DexMedia – United States,United States,Est. Salary $88k-$126k,3.2,6 days ago
"Cardworks – West Jordan, UT","West Jordan, UT",Est. Salary $54k-$79k,2.8,28 days ago
"Expedia – Chicago, IL","Chicago, IL",Est. Salary $108k-$151k,3.9,22 days ago
